enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,hit_counter
13522,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,78,hit
10531,city_71,0.884,,Has relevent experience,Part time course,Graduate,STEM,17,10000+,Pvt Ltd,1,184,hit
13013,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,4,65,hit
27849,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,1,134,hit
21743,city_100,0.887,Male,Has relevent experience,no_enrollment,High School,,<1,500-999,Pvt Ltd,4,45,not_hit
17530,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,16,500-999,Pvt Ltd,3,72,not_hit
5959,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,6,100-500,Pvt Ltd,,172,not_hit
16402,city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,112,not_hit
16615,city_162,0.767,,Has relevent experience,no_enrollment,Graduate,,16,,,,43,hit
31134,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,278,hit
27600,city_57,0.866,Male,No relevent experience,Full time course,High School,,16,,,never,130,not_hit
13594,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,2,112,hit
10383,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,66,hit
30363,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Public Sector,>4,94,hit
12004,city_45,0.89,Male,No relevent experience,Part time course,Graduate,STEM,8,100-500,Funded Startup,2,108,hit
8094,city_21,0.624,,No relevent experience,Full time course,High School,,<1,,,never,214,not_hit
5215,city_115,0.789,Male,Has relevent experience,Full time course,Graduate,STEM,14,10000+,Pvt Ltd,1,130,hit
10405,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,4,35,not_hit
25798,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,3,12,hit
19855,city_64,0.666,Male,Has relevent experience,Part time course,,,5,50-99,Pvt Ltd,2,116,not_hit
20316,city_149,0.689,Male,Has relevent experience,Full time course,Masters,STEM,10,5000-9999,Pvt Ltd,1,9,not_hit
8282,city_142,0.727,,Has relevent experience,Part time course,Masters,STEM,8,100-500,Pvt Ltd,>4,11,not_hit
14430,city_21,0.624,,Has relevent experience,no_enrollment,High School,,3,Oct-49,Early Stage Startup,,118,not_hit
19993,city_73,0.754,Male,No relevent experience,no_enrollment,High School,,6,100-500,Public Sector,never,100,not_hit
10236,city_114,0.926,,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,5,not_hit
23720,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,2,90,hit
30818,city_114,0.926,Male,No relevent experience,Full time course,High School,,9,,,never,122,not_hit
30163,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,25,hit
10094,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Public Sector,>4,24,hit
20008,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,>4,146,hit
9604,city_21,0.624,,No relevent experience,no_enrollment,,,1,,,never,10,not_hit
32500,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,18,5000-9999,NGO,4,80,not_hit
21879,city_28,0.939,,No relevent experience,Part time course,Graduate,STEM,3,5000-9999,Pvt Ltd,2,72,hit
5869,city_64,0.666,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,4,54,hit
28110,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,57,hit
25514,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11,Oct-49,Funded Startup,1,75,hit
3008,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,10,,,1,16,hit
21289,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,Oct-49,Pvt Ltd,3,6,
8069,city_45,0.89,Male,Has relevent experience,no_enrollment,High School,,14,50-99,Pvt Ltd,2,39,not_hit
11538,city_103,0.92,,No relevent experience,no_enrollment,Primary School,,<1,,,never,29,not_hit
21472,city_21,0.624,,Has relevent experience,no_enrollment,,,4,,,1,48,not_hit
26001,city_7,0.647,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,1,18,hit
1844,city_76,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,100,hit
29775,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,3,500-999,Pvt Ltd,1,50,not_hit
9951,city_103,0.92,,Has relevent experience,Part time course,Graduate,STEM,16,1000-4999,NGO,1,152,hit
5336,city_73,0.754,Male,Has relevent experience,Part time course,High School,,5,Oct-49,Funded Startup,2,57,not_hit
14514,city_21,0.624,Male,No relevent experience,Full time course,High School,,8,,,never,111,not_hit
26983,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,78,hit
4833,city_67,0.855,Male,No relevent experience,Full time course,High School,,9,,,1,19,not_hit
24731,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,9,100-500,Pvt Ltd,2,75,hit
21114,city_103,0.92,,No relevent experience,Part time course,Graduate,STEM,1,,,never,99,hit
4406,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,4,51,hit
19539,city_28,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,500-999,Pvt Ltd,>4,9,
6535,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1,100,hit
29993,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,56,hit
11665,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,25,hit
32410,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,86,hit
6634,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,78,hit
21068,city_1,0.847,Male,Has relevent experience,no_enrollment,,,19,Oct-49,Pvt Ltd,>4,30,not_hit
5975,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,7,
18211,city_73,0.754,,No relevent experience,no_enrollment,Graduate,STEM,8,,,3,69,hit
9336,city_165,0.903,,No relevent experience,Full time course,High School,,2,50-99,NGO,1,18,not_hit
989,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,14,,,>4,25,hit
30931,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,8,100-500,Pvt Ltd,2,192,hit
21561,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,13,50-99,,1,24,not_hit
23580,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,4,,,2,92,hit
31411,city_23,0.899,Other,Has relevent experience,no_enrollment,,,9,,,1,42,not_hit
18783,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,Pvt Ltd,>4,102,hit
30364,city_21,0.624,,No relevent experience,,,,1,,,1,62,not_hit
8984,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,25,hit
169,city_98,0.949,,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,,62,not_hit
17768,city_144,0.84,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,41,hit
29839,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,<1,,,1,42,hit
29020,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,72,hit
26326,city_103,0.92,Female,Has relevent experience,Part time course,Graduate,STEM,15,10000+,Other,>4,65,hit
25080,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,4,320,hit
12125,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,3,22,hit
16446,city_64,0.666,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,38,hit
21906,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,3,7,
14423,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,3,50-99,,1,70,hit
25667,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Other,>4,28,hit
27510,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,,,1,25,hit
596,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,60,hit
31194,city_33,0.448,,No relevent experience,,High School,,5,,Pvt Ltd,never,86,not_hit
8847,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Public Sector,3,66,hit
7660,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,27,hit
23048,city_70,0.698,,No relevent experience,Full time course,Graduate,STEM,2,,Pvt Ltd,1,22,hit
10983,city_16,0.91,,Has relevent experience,no_enrollment,,,5,5000-9999,Public Sector,4,214,not_hit
5690,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,4,109,hit
9192,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,1,94,not_hit
7690,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,8,5000-9999,Pvt Ltd,>4,36,not_hit
3992,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,204,hit
6391,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,2,15,hit
4442,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,>20,,,>4,210,hit
17095,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,3,21,hit
19589,city_73,0.754,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,,1,222,hit
6190,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,16,hit
7868,city_90,0.698,Female,No relevent experience,no_enrollment,Graduate,STEM,2,,,1,48,hit
436,city_11,0.55,,No relevent experience,Part time course,Graduate,STEM,4,,,,4,
2982,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,Pvt Ltd,1,61,not_hit
4378,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,3,113,hit
7403,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,,,1,31,hit
27940,city_75,0.939,,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Early Stage Startup,2,148,hit
118,city_10,0.895,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,111,not_hit
27057,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,>4,112,hit
568,city_160,0.92,,Has relevent experience,Part time course,Graduate,STEM,9,,,3,55,hit
27729,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Other,1,172,hit
30482,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7,,,1,32,hit
31207,city_16,0.91,,No relevent experience,no_enrollment,High School,,<1,10000+,Pvt Ltd,3,39,not_hit
2088,city_89,0.925,,No relevent experience,Full time course,Graduate,STEM,9,,,never,34,hit
26044,city_99,0.915,Male,Has relevent experience,Full time course,High School,,10,10000+,Pvt Ltd,1,89,not_hit
9802,city_84,0.698,Male,No relevent experience,Full time course,High School,,5,,,1,4,not_hit
23023,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,20,hit
23625,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,3,,,never,2,not_hit
6176,city_83,0.923,,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,never,326,hit
25624,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,161,hit
15780,city_59,0.775,,No relevent experience,Part time course,Graduate,STEM,5,,,1,46,hit
3983,city_50,0.896,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,168,hit
24242,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Humanities,2,,,2,266,hit
6825,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,No Major,6,1000-4999,,never,19,not_hit
6247,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,17,Oct-49,Pvt Ltd,1,18,hit
27207,city_71,0.884,Other,Has relevent experience,no_enrollment,Graduate,STEM,13,,,>4,30,hit
4960,city_150,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,18,500-999,Pvt Ltd,>4,69,hit
13181,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,>4,70,not_hit
5613,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Pvt Ltd,1,8,
29715,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,1,47,not_hit
9788,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Oct-49,Funded Startup,1,26,hit
32069,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,102,hit
20389,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,48,hit
28389,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Funded Startup,1,23,hit
6567,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,1,56,not_hit
24841,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,7,,,never,3,
29847,city_45,0.89,Male,No relevent experience,Full time course,Graduate,STEM,7,,,1,106,hit
31745,city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Pvt Ltd,2,36,hit
28499,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,>4,38,hit
1681,city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,10,,,1,105,not_hit
8790,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,3,50-99,Public Sector,2,46,hit
11244,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,20,5000-9999,Public Sector,2,15,not_hit
8599,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Funded Startup,2,11,hit
101,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,19,Oct-49,Funded Startup,3,12,not_hit
16561,city_16,0.91,,Has relevent experience,no_enrollment,High School,,4,,,never,56,not_hit
18902,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,6,10000+,Pvt Ltd,1,9,
10702,city_98,0.949,Female,Has relevent experience,Full time course,Graduate,STEM,16,<10,Early Stage Startup,3,152,hit
213,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Early Stage Startup,1,22,not_hit
5420,city_90,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,>4,8,
18125,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,7,10000+,Pvt Ltd,1,20,not_hit
12421,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,17,Oct-49,Pvt Ltd,1,48,not_hit
3489,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,2,43,hit
20972,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,37,not_hit
6848,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,>4,22,hit
1415,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,<10,Early Stage Startup,2,26,hit
14645,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,,,1,6,
20686,city_136,0.897,Female,Has relevent experience,no_enrollment,Masters,STEM,2,1000-4999,Pvt Ltd,1,56,not_hit
31127,city_97,0.925,Male,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,2,228,hit
28045,city_43,0.516,Male,No relevent experience,Full time course,,,5,50-99,Pvt Ltd,1,20,not_hit
22840,city_114,0.926,Male,No relevent experience,Full time course,High School,,5,,,1,8,not_hit
24473,city_28,0.939,,No relevent experience,Full time course,High School,,2,,,never,182,not_hit
15646,city_176,0.764,Male,Has relevent experience,Full time course,Masters,STEM,10,,,1,102,not_hit
1743,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,1000-4999,Pvt Ltd,never,133,not_hit
26355,city_103,0.92,Female,No relevent experience,no_enrollment,Masters,Humanities,>20,,,1,47,not_hit
27231,city_104,0.924,Male,Has relevent experience,no_enrollment,High School,,9,,,never,246,not_hit
4915,city_57,0.866,Female,Has relevent experience,Full time course,Graduate,STEM,5,,Pvt Ltd,never,40,hit
25407,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,30,hit
30894,city_90,0.698,Male,No relevent experience,Full time course,Masters,STEM,3,,,never,108,not_hit
27218,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,1,166,hit
26194,city_127,0.745,Other,Has relevent experience,,Phd,STEM,>20,,,never,256,hit
20971,city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,4,30,hit
25826,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,4,54,hit
5467,city_67,0.855,Male,No relevent experience,Full time course,High School,,3,1000-4999,Pvt Ltd,1,52,not_hit
25594,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,Pvt Ltd,never,80,hit
16827,city_73,0.754,Male,No relevent experience,no_enrollment,High School,,4,<10,Early Stage Startup,4,94,not_hit
32109,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,NGO,4,36,hit
7371,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,14,1000-4999,Pvt Ltd,1,15,hit
7920,city_84,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,2,96,not_hit
6223,city_160,0.92,,Has relevent experience,Full time course,Graduate,STEM,8,100-500,Pvt Ltd,,8,
3810,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,152,hit
21867,city_179,0.512,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,68,not_hit
19369,city_1,0.847,Male,Has relevent experience,Full time course,Masters,STEM,11,,,>4,13,not_hit
28094,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,,1,50,hit
19511,city_10,0.895,Male,Has relevent experience,Part time course,Graduate,STEM,10,<10,Pvt Ltd,1,72,hit
5117,city_160,0.92,Male,No relevent experience,Part time course,Graduate,STEM,5,,Pvt Ltd,never,13,hit
27852,city_72,0.795,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,2,21,hit
6840,city_116,0.743,Male,Has relevent experience,Full time course,Graduate,STEM,8,,Pvt Ltd,1,145,hit
24907,city_76,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,4,66,hit
14061,city_103,0.92,Male,No relevent experience,Full time course,High School,,8,,,1,79,not_hit
17121,city_73,0.754,Male,No relevent experience,Full time course,High School,,11,50-99,Public Sector,>4,40,not_hit
15706,city_117,0.698,,No relevent experience,Part time course,Graduate,STEM,4,1000-4999,Pvt Ltd,2,136,hit
14196,city_136,0.897,Male,Has relevent experience,Part time course,Graduate,STEM,6,10000+,Public Sector,4,25,hit
13319,city_21,0.624,,No relevent experience,Full time course,High School,,<1,,,never,50,not_hit
30368,city_128,0.527,Male,Has relevent experience,Full time course,High School,,5,,,never,3,not_hit
20311,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,42,hit
6148,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,78,hit
